x_easting_m,y_northing_m,z_elevation_m
566643.793128373,4190604.54599488,123.33772819472617
566643.7038680783,4190604.5664342255,123.33265720081135
566643.6145047321,4190604.5995710036,123.32758620689656
566643.5252100856,4190604.6242428273,123.32251521298174
566643.4359669678,4190604.6425659372,123.31744421906694
566643.346637974,4190604.67147024,123.31237322515213
566643.2572402799,4190604.7088395017,123.30730223123732
566643.1679112875,4190604.7377438056,123.30223123732252
566643.0785135949,4190604.775113067,123.2971602434077
566642.9892017791,4190604.8019011365,123.2920892494929
566642.8998727888,4190604.8308054465,123.28701825557809
566642.8105609742,4190604.8575935178,123.28194726166329
566642.7212663353,4190604.88226535,123.27687626774848
566642.6318858194,4190604.917518377,123.27180527383368
566642.5425911817,4190604.942190214,123.26673427991886
566642.4532621945,4190604.971094526,123.26166328600405
566642.3638473328,4190605.0105800345,123.25659229208925
566642.274415297,4190605.0521817813,123.25152129817444
566642.1851893619,4190605.0683886665,123.24645030425964
566642.0957916776,4190605.1057579387,123.24137931034483
566642.0065485686,4190605.1240810626,123.23630831643003
566641.9170650111,4190605.1720315306,123.23123732251521
566641.827701679,4190605.2051683287,123.2261663286004
566641.7384242197,4190605.2277239338,123.2210953346856
566641.6490952385,4190605.256628256,123.21602434077079
566641.5597147336,4190605.291881295,123.21095334685599
566641.4703514043,4190605.325018098,123.20588235294117
566641.3809022019,4190605.3687360925,123.20081135902637
566641.2915560488,4190605.399756658,123.19574036511156
566641.2022785955,4190605.4223122685,123.19066937119675
566641.1128465702,4190605.463914029,123.18559837728195
566641.0234832447,4190605.497050835,123.18052738336714
566640.9341199198,4190605.5301876427,123.17545638945234
566640.8448081197,4190605.556975735,123.17038539553752
566640.7553932724,4190605.59646126,123.16531440162272
566640.6660299497,4190605.6295980704,123.16024340770791
566640.5765979296,4190605.6711998363,123.15517241379311
566640.4872861322,4190605.697987933,123.1501014198783
566640.3978884626,4190605.735357222,123.14503042596348
566640.3085251409,4190605.7684940374,123.13995943204868
566640.2191102986,4190605.8079795693,123.13488843813387
566640.1296439337,4190605.8538138177,123.12981744421907
